"ï..Security.name","Company.name","cusip","Security.id"
"EASTMAN CHEMICAL CO SNR MR14 3Y $","EASTMAN CHEMICAL CO ","277432100","EMN3$AR"
"EASTMAN CHEMICAL CO SNR MR14 4Y $","EASTMAN CHEMICAL CO ","277432100","EMN4$AR"
"EASTMAN CHEMICAL CO SNR MR14 5Y $","EASTMAN CHEMICAL CO ","277432100","EMN5$AR"
"EASTMAN CHEMICAL CO SNR MR14 6M $","EASTMAN CHEMICAL CO ","277432100","EMN0$AR"
"EASTMAN CHEMICAL CO SNR MR14 7Y $","EASTMAN CHEMICAL CO ","277432100","EMN7$AR"
"EASTMAN KODAK CO SNR MR14 10Y $","EASTMAN KODAK CO ","277461109","EK.A$AR"
"EASTMAN KODAK CO SNR MR14 1Y $","EASTMAN KODAK CO ","277461109","EK.1$AR"
"EASTMAN KODAK CO SNR MR14 20Y $","EASTMAN KODAK CO ","277461109","EK.B$AR"
"EASTMAN KODAK CO SNR MR14 2Y $","EASTMAN KODAK CO ","277461109","EK.2$AR"
"EASTMAN KODAK CO SNR MR14 30Y $","EASTMAN KODAK CO ","277461109","EK.C$AR"
"EASTMAN KODAK CO SNR MR14 3Y $","EASTMAN KODAK CO ","277461109","EK.3$AR"
"EASTMAN KODAK CO SNR MR14 4Y $","EASTMAN KODAK CO ","277461109","EK.4$AR"
"EASTMAN KODAK CO SNR MR14 5Y $","EASTMAN KODAK CO ","277461109","EK.5$AR"
"EASTMAN KODAK CO SNR MR14 6M $","EASTMAN KODAK CO ","277461109","EK.0$AR"
"EASTMAN KODAK CO SNR MR14 7Y $","EASTMAN KODAK CO ","277461109","EK.7$AR"
"EI DUPONT DE NMS CO SNR MR14 10Y $","EI DUPONT DE NMS CO ","263534109","DD.A$AR"
"EI DUPONT DE NMS CO SNR MR14 1Y $","EI DUPONT DE NMS CO ","263534109","DD.1$AR"
"EI DUPONT DE NMS CO SNR MR14 20Y $","EI DUPONT DE NMS CO ","263534109","DD.B$AR"
"EI DUPONT DE NMS CO SNR MR14 2Y $","EI DUPONT DE NMS CO ","263534109","DD.2$AR"
"EI DUPONT DE NMS CO SNR MR14 30Y $","EI DUPONT DE NMS CO ","263534109","DD.C$AR"
"EI DUPONT DE NMS CO SNR MR14 3Y $","EI DUPONT DE NMS CO ","263534109","DD.3$AR"
"EI DUPONT DE NMS CO SNR MR14 4Y $","EI DUPONT DE NMS CO ","263534109","DD.4$AR"
"EI DUPONT DE NMS CO SNR MR14 5Y $","EI DUPONT DE NMS CO ","263534109","DD.5$AR"
"EI DUPONT DE NMS CO SNR MR14 6M $","EI DUPONT DE NMS CO ","263534109","DD.0$AR"
"EI DUPONT DE NMS CO SNR MR14 7Y $","EI DUPONT DE NMS CO ","263534109","DD.7$AR"
"EL PASO LLC SNR MR14 10Y $","EL PASO LLC ","190441105","EPGA$AR"
"EL PASO LLC SNR MR14 1Y $","EL PASO LLC ","190441105","EPG1$AR"
"EL PASO LLC SNR MR14 20Y $","EL PASO LLC ","190441105","EPGB$AR"
"EL PASO LLC SNR MR14 2Y $","EL PASO LLC ","190441105","EPG2$AR"
"EL PASO LLC SNR MR14 30Y $","EL PASO LLC ","190441105","EPGC$AR"
"EL PASO LLC SNR MR14 3Y $","EL PASO LLC ","190441105","EPG3$AR"
"EL PASO LLC SNR MR14 4Y $","EL PASO LLC ","190441105","EPG4$AR"
"EL PASO LLC SNR MR14 5Y $","EL PASO LLC ","190441105","EPG5$AR"
"EL PASO LLC SNR MR14 6M $","EL PASO LLC ","190441105","EPG0$AR"
"EL PASO LLC SNR MR14 7Y $","EL PASO LLC ","190441105","EPG7$AR"
"ELI LILLY AND CO SNR MR14 10Y $","ELI LILLY AND CO ","532457108","LLYA$AR"
"ELI LILLY AND CO SNR MR14 1Y $","ELI LILLY AND CO ","532457108","LLY1$AR"
"ELI LILLY AND CO SNR MR14 20Y $","ELI LILLY AND CO ","532457108","LLYB$AR"
"ELI LILLY AND CO SNR MR14 2Y $","ELI LILLY AND CO ","532457108","LLY2$AR"
"ELI LILLY AND CO SNR MR14 30Y $","ELI LILLY AND CO ","532457108","LLYC$AR"
"ELI LILLY AND CO SNR MR14 3Y $","ELI LILLY AND CO ","532457108","LLY3$AR"
"ELI LILLY AND CO SNR MR14 4Y $","ELI LILLY AND CO ","532457108","LLY4$AR"
"ELI LILLY AND CO SNR MR14 5Y $","ELI LILLY AND CO ","532457108","LLY5$AR"
"ELI LILLY AND CO SNR MR14 6M $","ELI LILLY AND CO ","532457108","LLY0$AR"
"ELI LILLY AND CO SNR MR14 7Y $","ELI LILLY AND CO ","532457108","LLY7$AR"
"EMERSON ELECTRIC CO SNR MR14 10Y $","EMERSON ELECTRIC CO ","291011104","EMRA$AR"
"EMERSON ELECTRIC CO SNR MR14 1Y $","EMERSON ELECTRIC CO ","291011104","EMR1$AR"
"EMERSON ELECTRIC CO SNR MR14 20Y $","EMERSON ELECTRIC CO ","291011104","EMRB$AR"
"EMERSON ELECTRIC CO SNR MR14 2Y $","EMERSON ELECTRIC CO ","291011104","EMR2$AR"
"EMERSON ELECTRIC CO SNR MR14 30Y $","EMERSON ELECTRIC CO ","291011104","EMRC$AR"
"EMERSON ELECTRIC CO SNR MR14 3Y $","EMERSON ELECTRIC CO ","291011104","EMR3$AR"
"EMERSON ELECTRIC CO SNR MR14 4Y $","EMERSON ELECTRIC CO ","291011104","EMR4$AR"
"EMERSON ELECTRIC CO SNR MR14 5Y $","EMERSON ELECTRIC CO ","291011104","EMR5$AR"
"EMERSON ELECTRIC CO SNR MR14 6M $","EMERSON ELECTRIC CO ","291011104","EMR0$AR"
"EMERSON ELECTRIC CO SNR MR14 7Y $","EMERSON ELECTRIC CO ","291011104","EMR7$AR"
"ENBRIDGE EN PTNS LP SNR MR14 10Y $","ENBRIDGE EN PTNS LP ","29250N105","EEPA$AR"
"ENBRIDGE EN PTNS LP SNR MR14 1Y $","ENBRIDGE EN PTNS LP ","29250N105","EEP1$AR"
"ENBRIDGE EN PTNS LP SNR MR14 20Y $","ENBRIDGE EN PTNS LP ","29250N105","EEPB$AR"
"ENBRIDGE EN PTNS LP SNR MR14 2Y $","ENBRIDGE EN PTNS LP ","29250N105","EEP2$AR"
"ENBRIDGE EN PTNS LP SNR MR14 30Y $","ENBRIDGE EN PTNS LP ","29250N105","EEPC$AR"
"ENBRIDGE EN PTNS LP SNR MR14 3Y $","ENBRIDGE EN PTNS LP ","29250N105","EEP3$AR"
"ENBRIDGE EN PTNS LP SNR MR14 4Y $","ENBRIDGE EN PTNS LP ","29250N105","EEP4$AR"
"ENBRIDGE EN PTNS LP SNR MR14 6M $","ENBRIDGE EN PTNS LP ","29250N105","EEP0$AR"
"ENBRIDGE EN PTNS LP SNR MR14 7Y $","ENBRIDGE EN PTNS LP ","29250N105","EEP7$AR"
"ENTERGY CORPORATION SNR MR14 10Y $","ENTERGY CORPORATION ","29364G103","ETRA$AR"
"ENTERGY CORPORATION SNR MR14 1Y $","ENTERGY CORPORATION ","29364G103","ETR1$AR"
"ENTERGY CORPORATION SNR MR14 20Y $","ENTERGY CORPORATION ","29364G103","ETRB$AR"
"ENTERGY CORPORATION SNR MR14 2Y $","ENTERGY CORPORATION ","29364G103","ETR2$AR"
"ENTERGY CORPORATION SNR MR14 30Y $","ENTERGY CORPORATION ","29364G103","ETRC$AR"
"ENTERGY CORPORATION SNR MR14 3Y $","ENTERGY CORPORATION ","29364G103","ETR3$AR"
"ENTERGY CORPORATION SNR MR14 4Y $","ENTERGY CORPORATION ","29364G103","ETR4$AR"
"ENTERGY CORPORATION SNR MR14 5Y $","ENTERGY CORPORATION ","29364G103","ETR5$AR"
"ENTERGY CORPORATION SNR MR14 6M $","ENTERGY CORPORATION ","29364G103","ETR0$AR"
"ENTERGY CORPORATION SNR MR14 7Y $","ENTERGY CORPORATION ","29364G103","ETR7$AR"
"EOG RESOURCES, INC. SNR MR14 10Y $","EOG RESOURCES, INC. ","26875P101","EOGA$AR"
"EOG RESOURCES, INC. SNR MR14 1Y $","EOG RESOURCES, INC. ","26875P101","EOG1$AR"
"EOG RESOURCES, INC. SNR MR14 20Y $","EOG RESOURCES, INC. ","26875P101","EOGB$AR"
"EOG RESOURCES, INC. SNR MR14 2Y $","EOG RESOURCES, INC. ","26875P101","EOG2$AR"
"EOG RESOURCES, INC. SNR MR14 30Y $","EOG RESOURCES, INC. ","26875P101","EOGC$AR"
"EOG RESOURCES, INC. SNR MR14 3Y $","EOG RESOURCES, INC. ","26875P101","EOG3$AR"
"EOG RESOURCES, INC. SNR MR14 4Y $","EOG RESOURCES, INC. ","26875P101","EOG4$AR"
"EOG RESOURCES, INC. SNR MR14 5Y $","EOG RESOURCES, INC. ","26875P101","EOG5$AR"
"EOG RESOURCES, INC. SNR MR14 6M $","EOG RESOURCES, INC. ","26875P101","EOG0$AR"
"EOG RESOURCES, INC. SNR MR14 7Y $","EOG RESOURCES, INC. ","26875P101","EOG7$AR"
"EQUIFAX INC. SNR MR14 10Y$","EQUIFAX INC. ","294429105","EFXA$AR"
"EQUIFAX INC. SNR MR14 1Y$","EQUIFAX INC. ","294429105","EFX1$AR"
"EQUIFAX INC. SNR MR14 20Y$","EQUIFAX INC. ","294429105","EFXB$AR"
"EQUIFAX INC. SNR MR14 2Y$","EQUIFAX INC. ","294429105","EFX2$AR"
"EQUIFAX INC. SNR MR14 30Y$","EQUIFAX INC. ","294429105","EFXC$AR"
"EQUIFAX INC. SNR MR14 3Y$","EQUIFAX INC. ","294429105","EFX3$AR"
"EQUIFAX INC. SNR MR14 4Y$","EQUIFAX INC. ","294429105","EFX4$AR"
"EQUIFAX INC. SNR MR14 5Y$","EQUIFAX INC. ","294429105","EFX5$AR"
"EQUIFAX INC. SNR MR14 6M$","EQUIFAX INC. ","294429105","EFX0$AR"
"EQUIFAX INC. SNR MR14 7Y$","EQUIFAX INC. ","294429105","EFX7$AR"
"LUMEN TECHS INC SNR MR14 10Y $","LUMEN TECHS INC ","550241103","CTLA$AR"
"LUMEN TECHS INC SNR MR14 1Y $","LUMEN TECHS INC ","550241103","CTL1$AR"
"LUMEN TECHS INC SNR MR14 20Y $","LUMEN TECHS INC ","550241103","CTLB$AR"
"LUMEN TECHS INC SNR MR14 2Y $","LUMEN TECHS INC ","550241103","CTL2$AR"
"LUMEN TECHS INC SNR MR14 30Y $","LUMEN TECHS INC ","550241103","CTLC$AR"
"LUMEN TECHS INC SNR MR14 3Y $","LUMEN TECHS INC ","550241103","CTL3$AR"
"LUMEN TECHS INC SNR MR14 4Y $","LUMEN TECHS INC ","550241103","CTL4$AR"
"LUMEN TECHS INC SNR MR14 5Y $","LUMEN TECHS INC ","550241103","CTL5$AR"
"LUMEN TECHS INC SNR MR14 6M $","LUMEN TECHS INC ","550241103","CTL0$AR"
"LUMEN TECHS INC SNR MR14 7Y $","LUMEN TECHS INC ","550241103","CTL7$AR"
"MERITOR INC SNR MR14 10Y $","MERITOR INC ","59001K100","ARMA$AR"
"MERITOR INC SNR MR14 1Y $","MERITOR INC ","59001K100","ARM1$AR"
"MERITOR INC SNR MR14 20Y $","MERITOR INC ","59001K100","ARMB$AR"
"MERITOR INC SNR MR14 2Y $","MERITOR INC ","59001K100","ARM2$AR"
"MERITOR INC SNR MR14 30Y $","MERITOR INC ","59001K100","ARMC$AR"
"MERITOR INC SNR MR14 3Y $","MERITOR INC ","59001K100","ARM3$AR"
"MERITOR INC SNR MR14 4Y $","MERITOR INC ","59001K100","ARM4$AR"
"MERITOR INC SNR MR14 5Y $","MERITOR INC ","59001K100","ARM5$AR"
"MERITOR INC SNR MR14 6M $","MERITOR INC ","59001K100","ARM0$AR"
"MERITOR INC SNR MR14 7Y $","MERITOR INC ","59001K100","ARM7$AR"
"NOKIA OF AMERICA SNR MR14 10Y $","NOKIA OF AMERICA ","60505104","LU.A$AR"
"NOKIA OF AMERICA SNR MR14 1Y $","NOKIA OF AMERICA ","60505104","LU.1$AR"
"NOKIA OF AMERICA SNR MR14 20Y $","NOKIA OF AMERICA ","60505104","LU.B$AR"
"NOKIA OF AMERICA SNR MR14 2Y $","NOKIA OF AMERICA ","60505104","LU.2$AR"
"NOKIA OF AMERICA SNR MR14 30Y $","NOKIA OF AMERICA ","60505104","LU.C$AR"
"NOKIA OF AMERICA SNR MR14 3Y $","NOKIA OF AMERICA ","60505104","LU.3$AR"
"NOKIA OF AMERICA SNR MR14 4Y $","NOKIA OF AMERICA ","60505104","LU.4$AR"
"NOKIA OF AMERICA SNR MR14 5Y $","NOKIA OF AMERICA ","60505104","LU.5$AR"
"NOKIA OF AMERICA SNR MR14 6M $","NOKIA OF AMERICA ","60505104","LU.0$AR"
"NOKIA OF AMERICA SNR MR14 7Y $","NOKIA OF AMERICA ","60505104","LU.7$AR"
